orig_address_ru,address_ua,lat,lon,service_type_ru,service_type_lat,service_type_en,service_name_ru,service_name_en,area_sqm,date_published,date_cadastral
"проспект Победы, 43/21","Маріуполь, проспект Победы, 43/21",47.1069504,37.6380045,кафе,kafe,cafe,,,120,2024-02-19 00:00:00,2024-07-26
"проспект Победы, 75","Маріуполь, проспект Победы, 75",47.1062349,37.6500952,торговая,torgovaja,торговая,деятельность,dejatel'nost',52,2024-02-19 00:00:00,2024-08-13
"проспект Победы, 85","Маріуполь, проспект Победы, 85",47.106112,37.6535028,коммерческое,kommercheskoe,коммерческое,помещение,pomeschenie,50,2024-02-19 00:00:00,2024-08-13
"проспект Победы, 90","Маріуполь, проспект Победы, 90",47.1062021,37.6640454,магазин,magazin,shop,"деловой дом"" (стройматериалы)","delovoj dom"" (strojmaterialy)",150,2024-02-19 00:00:00,2024-07-23
"проспект Победы, 98","Маріуполь, проспект Победы, 98",47.1059777,37.6668117,магазин,magazin,shop,ева,eva,70,2024-02-19 00:00:00,2024-06-19
"проспект Победы, 99, пом. 144, 148, 149, 151","Маріуполь, проспект Победы, 99",47.1058418,37.6570153,фотосалон,fotosalon,фотосалон,,,200,2024-02-19 00:00:00,2024-07-26
"проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,развивалка,razvivalka,развивалка,,,100,2024-02-19 00:00:00,2024-07-26
"проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,сц ремонт компьютерной,sts remont komp'juternoj,сц ремонт компьютерной,техники,tehniki,120,2024-02-19 00:00:00,2024-07-26
"проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,сек/хенд,sek/hend,сек/хенд,,,150,2024-02-19 00:00:00,2024-12-18
"проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,магазин,magazin,shop,,,800,2024-02-19 00:00:00,2024-07-26
перекресток улица Приазовская и улица Курчатова,,,,торговый,torgovyj,торговый,объект,ob'ekt,30,2024-02-19 00:00:00,
"переулок Рижский, 27","Маріуполь, переулок Рижский, 27",47.1151638,37.6744515,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-07-23
"улица Варганова, 2","Маріуполь, улица Варганова, 2",47.0979827,37.5464383,ремонт,remont,ремонт,одежды,odezhdy,10,2024-02-19 00:00:00,2024-11-01
"улица Солнечная, 5","Маріуполь, улица Солнечная, 5",47.097133,37.543367,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-07-26
"проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,киоск,kiosk,kiosk,пресса,pressa,12,2024-02-19 00:00:00,2024-08-13
"проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,цветочный,tsvetochnyj,цветочный,магазин,magazin,30,2024-02-19 00:00:00,2024-08-13
"проспект Строителей, 52","Маріуполь, проспект Строителей, 52",47.0887708,37.5193597,ремонт,remont,ремонт,обуви,obuvi,10,2024-02-19 00:00:00,2024-08-13
"проспект Строителей, 60","Маріуполь, проспект Строителей, 60",47.1098945,37.5252391,unknown,unknown,unknown,,,30,2024-02-19 00:00:00,
"проспект Строителей, 85А","Маріуполь, проспект Строителей, 85А",47.0899315,37.5237343,магазин,magazin,shop,,,800,2024-02-19 00:00:00,
"проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.09728399999999,37.5224929,магазин,magazin,shop,дружище,druzhische,16.7,2024-02-19 00:00:00,
"проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.09728399999999,37.5224929,парикмахерская,parikmaherskaja,hairdresser,,,30,2024-02-19 00:00:00,
"проспект Строителей, 96","Маріуполь, проспект Строителей, 96",47.09868700000001,37.523423,магазин,magazin,shop,,,100,2024-02-19 00:00:00,2024-07-26
"проспект Строителей, 101","Маріуполь, проспект Строителей, 101",47.0938165,37.5232458,парикмахерская,parikmaherskaja,hairdresser,,,40,2024-02-19 00:00:00,2024-07-26
"проспект Строителей, 114","Маріуполь, проспект Строителей, 114",47.10391389999999,37.5240188,суши-бар,sushi-bar,суши-бар,,,100,2024-02-19 00:00:00,2024-08-14
"проспект Строителей, 115А","Маріуполь, проспект Строителей, 115А",47.0962541,37.5235596,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-07-26
"проспект Строителей, 167","Маріуполь, проспект Строителей, 167",47.1176144,37.5286443,магазин,magazin,shop,стройматериалы,strojmaterialy,120,2024-02-19 00:00:00,2024-06-24
"улица Торговая, 20","Маріуполь, улица Торговая, 20",47.0933219,37.5596743,магазин,magazin,shop,,,70,2024-02-19 00:00:00,
"улица Урицкого, 98","Маріуполь, улица Урицкого, 98",47.1220244,37.5186793,магазин,magazin,shop,наша ряба,nasha rjaba,76.4,2024-02-19 00:00:00,2024-11-01
"улица Харлампиевская, 13","Маріуполь, улица Харлампиевская, 13",47.09274980000001,37.5571158,гостиница,gostinitsa,гостиница,спартак,spartak,450,2024-02-19 00:00:00,2024-07-26
"улица Черноморская, 18","Маріуполь, улица Черноморская, 18",47.07980939999999,37.5131265,магазин,magazin,shop,одежды б/у,odezhdy b/u,35,2024-02-19 00:00:00,2024-08-14
"улица Черноморская, 20","Маріуполь, улица Черноморская, 20",47.08025019999999,37.513365,магазин,magazin,shop,одежды б/у,odezhdy b/u,50,2024-02-19 00:00:00,2024-08-09
"бульвар Шевченко, 52/54","Маріуполь, бульвар Шевченко, 52/54",47.1068766,37.55689470000001,офис,ofis,офис,,,150,2024-02-19 00:00:00,2024-11-01
"бульвар Шевченко, 54","Маріуполь, бульвар Шевченко, 54",47.1069207,37.5563227,гипермаркет,gipermarket,гипермаркет,сильпо,sil'po,990,2024-02-19 00:00:00,2024-06-24
"бульвар Шевченко, 91","Маріуполь, бульвар Шевченко, 91",47.109877,37.5530924,магазин,magazin,shop,,,340,2024-02-19 00:00:00,2024-07-26
"бульвар Шевченко, 240","Маріуполь, бульвар Шевченко, 240",47.1153948,37.5221582,магазин,magazin,shop,,,900,2024-02-19 00:00:00,2024-07-26
"бульвар Шевченко, 333","Маріуполь, бульвар Шевченко, 333",47.1177612,37.5153356,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-06-21
"бульвар Шевченко, 357а","Маріуполь, бульвар Шевченко, 357а",47.1188041,37.5094526,магазин,magazin,shop,,,48,2024-02-19 00:00:00,2024-08-09
"проспект Ленина, 71А","Маріуполь, проспект Ленина, 71А",47.097133,37.543367,общественный туалет в подземном,obschestvennyj tualet v podzemnom,общественный туалет в подземном,переходе,perehode,55,2024-02-19 00:00:00,
"проспект Ильича, 136","Маріуполь, проспект Ильича, 136",47.1385324,37.5717023,банк,bank,bank,пумб,pumb,7265.1,2024-02-19 00:00:00,2024-07-26
"проспект Нахимова, 200","Маріуполь, проспект Нахимова, 200",47.0956619,37.5357695,магазин,magazin,shop,,,150,2024-02-19 00:00:00,2024-07-26
"проспект Ленина, 99","Маріуполь, проспект Ленина, 99",47.097133,37.543367,1 этаж,1 etazh,1 этаж,9-ти этажного дома,9-ti etazhnogo doma,99.4,2024-02-19 00:00:00,
"проспект Строителей, 70А","Маріуполь, проспект Строителей, 70А",47.1098901,37.5252384,бывший,byvshij,бывший,дет.сад,det.sad,2009.5,2024-02-19 00:00:00,
"проспект Победы, 107А","Маріуполь, проспект Победы, 107А",47.1047363,37.6634922,подвал,podval,подвал,,,500,2024-02-19 00:00:00,
"улица Кронштадтская, 11","Маріуполь, улица Кронштадтская, 11",47.08188819999999,37.516369,бывший,byvshij,бывший,"дет.сад (скорая, горгаз, ателье)","det.sad (skoraja, gorgaz, atel'e)",1035,2024-02-19 00:00:00,
переулок Олимпийский,,,,летний кинотеатр,letnij kinoteatr,летний кинотеатр,+ зрительная площадка,+ zritel'naja ploschadka,600,2024-02-19 00:00:00,
"проспект Металлургов, 137А","Маріуполь, проспект Металлургов, 137А",47.1190392,37.5644586,церковь,tserkov',church,на 5 мкр,na 5 mkr,839.4,2024-02-19 00:00:00,2024-08-14
"улица Семашко, 15","Маріуполь, улица Семашко, 15",47.1395496,37.5978372,unknown,unknown,unknown,,,80,2024-02-19 00:00:00,
"улица Таганрогская, 52","Маріуполь, улица Таганрогская, 52",47.1280582,37.6543671,складское помещение,skladskoe pomeschenie,складское помещение,(отдельно стоящее одноэтажное сооружение),(otdel'no stojaschee odnoetazhnoe sooruzhenie),1305,2024-03-21 00:00:00,
"улица Карла Либкнехта, 185","Маріуполь, улица Карла Либкнехта, 185",47.1085753,37.5167782,склады,sklady,склады,,,1844.7,2024-03-21 00:00:00,
"проспект Ильича, 143","Маріуполь, проспект Ильича, 143",47.14086229999999,37.5663732,дк,dk,дк,искра,iskra,5642.9,2024-03-21 00:00:00,2024-11-12
"проспект Нахимова, 194","Маріуполь, проспект Нахимова, 194",47.0933814,37.5334909,1 этаж в,1 etazh v,1 этаж в,мкд,mkd,100,2024-03-21 00:00:00,
"улица Виноградная, 3","Маріуполь, улица Виноградная, 3",47.0945456,37.6384738,кафе,kafe,cafe,рюмочная,rjumochnaja,200,2024-03-21 00:00:00,
"улица Виноградная, 17А","Маріуполь, улица Виноградная, 17А",47.0930287,37.64149829999999,кафе,kafe,cafe,медуза,meduza,226.5,2024-03-21 00:00:00,2024-11-12
"улица Виноградная, 37А","Маріуполь, улица Виноградная, 37А",47.09569159999999,37.6326401,клуб,klub,клуб,манго,mango,600,2024-03-21 00:00:00,2024-07-23
"улица Азовстальская, 2","Маріуполь, улица Азовстальская, 2",47.1011286,37.6613936,магазин,magazin,shop,акватория,akvatorija,800,2024-03-21 00:00:00,
"переулок Киевский, 4","Маріуполь, переулок Киевский, 4",47.109934,37.6430668,протестанская,protestanskaja,протестанская,церковь,tserkov',770,2024-03-21 00:00:00,2024-07-23
"улица Бахмутская, 16А","Маріуполь, улица Бахмутская, 16А",47.1161626,37.5499256,unknown,unknown,unknown,,,200,2024-05-14 00:00:00,2024-11-12
"бульвар 50 лет Октября, 3/2","Маріуполь, бульвар 50 лет Октября, 3/2",47.1005937,37.6370337,аптека,apteka,pharmacy,,,50,2024-05-14 00:00:00,
"улица Николаевская, 3","Маріуполь, улица Николаевская, 3",47.0940671,37.5622346,цтнп ммк,tstnp mmk,цтнп ммк,ильича,il'icha,1200,2024-05-14 00:00:00,
"проспект Ленина, 18","Маріуполь, проспект Ленина, 18",47.097133,37.543367,магазин,magazin,shop,,,50,2024-05-14 00:00:00,2024-11-01
"улица Энгельса, 1А","Маріуполь, улица Энгельса, 1А",47.090678,37.5455915,магазин,magazin,shop,в пристойке,v pristojke,40,2024-05-14 00:00:00,2024-11-14
"улица Урицкого, 96А","Маріуполь, улица Урицкого, 96А",47.123545,37.5102741,магазин,magazin,shop,полуфабрикатов,polufabrikatov,280,2024-05-14 00:00:00,2024-11-12
"улица Азовстальская, 13В","Маріуполь, улица Азовстальская, 13В",47.1017933,37.6301253,кафе,kafe,cafe,«пещера»,«peschera»,270,2024-05-14 00:00:00,2024-11-14
"улица Карпинского, 74","Маріуполь, улица Карпинского, 74",47.1292745,37.5589911,автозапчасти,avtozapchasti,автозапчасти,,,100,2024-05-14 00:00:00,
"улица Николаевская, 82","Маріуполь, улица Николаевская, 82",47.0990743,37.5465165,в,v,в,мкд,mkd,90,2024-05-20 00:00:00,2024-11-12
"улица Николаевская, 89","Маріуполь, улица Николаевская, 89",47.1004362,37.54745010000001,"""зеркальный"" (в кондитерской фабрике)","""zerkal'nyj"" (v konditerskoj fabrike)","""зеркальный"" (в кондитерской фабрике)",,,150,2024-05-20 00:00:00,
"бульвар Приморский, 35","Маріуполь, бульвар Приморский, 35",47.0797599,37.5320858,туалет,tualet,туалет,,,81.2,2024-06-25 00:00:00,
"проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,кинотеатр,kinoteatr,кинотеатр,победа,pobeda,1495,2024-06-25 00:00:00,
"улица Лепсе, 13/1","Маріуполь, улица Лепсе, 13/1",47.1140176,37.5867993,unknown,unknown,unknown,,,68,2024-06-25 00:00:00,2024-11-13
"улица Греческая, 212А","Маріуполь, улица Греческая, 212А",47.1150067,37.5822771,unknown,unknown,unknown,,,518,2024-06-25 00:00:00,2024-11-12
"бульвар Шевченко, 361А","Маріуполь, бульвар Шевченко, 361А",47.1185328,37.5086264,unknown,unknown,unknown,,,150,2024-06-25 00:00:00,
"бульвар Комсомольский, 68","Маріуполь, бульвар Комсомольский, 68",47.097867,37.6497609,магазин,magazin,shop,продуктов,produktov,280,2024-06-25 00:00:00,2024-11-01
"проспект Маршала Жукова, 94А","Маріуполь, проспект Маршала Жукова, 94А",47.1273966,37.6901596,торговые,torgovye,торговые,павильоны,pavil'ony,150,2024-06-25 00:00:00,
"улица Голубенко, 3","Маріуполь, улица Голубенко, 3",47.11313639999999,37.6264285,теплицы,teplitsy,теплицы,,,900,2024-06-25 00:00:00,
"проспект Строителей, 39","Маріуполь, проспект Строителей, 39",47.0851775,37.5170034,боковое с правой,bokovoe s pravoj,боковое с правой,стороны,storony,90,2024-06-25 00:00:00,
"проспект Строителей, 39","Маріуполь, проспект Строителей, 39",47.0851775,37.5170034,2 этаж,2 etazh,2 этаж,мебельный,mebel'nyj,500,2024-06-25 00:00:00,
"проспект Строителей, 39","Маріуполь, проспект Строителей, 39",47.0851775,37.5170034,3,3,3,этаж,etazh,387.2,2024-06-25 00:00:00,
"улица Московская, 22А","Маріуполь, улица Московская, 22А",47.097133,37.543367,магазин,magazin,shop,брусничка,brusnichka,700,2024-06-25 00:00:00,2024-11-02
"проспект Нахимова, 3","Маріуполь, проспект Нахимова, 3",47.06814180000001,37.5091019,украинская православная,ukrainskaja pravoslavnaja,украинская православная,церковь,tserkov',550,2024-06-25 00:00:00,2024-12-16
"бульвар Богдана Хмельницкого, 3","Маріуполь, бульвар Богдана Хмельницкого, 3",47.0921447,37.5274029,"""линкольн""","""linkol'n""","""линкольн""",,,277.7,2024-06-25 00:00:00,
"бульвар Богдана Хмельницкого, 3","Маріуполь, бульвар Богдана Хмельницкого, 3",47.0921447,37.5274029,"""альянс""","""al'jans""","""альянс""",,,178.2,2024-06-25 00:00:00,
"проспект Ленина, 79","Маріуполь, проспект Ленина, 79",47.097133,37.543367,пункт управления гражданской обороны приморского,punkt upravlenija grazhdanskoj oborony primorskogo,пункт управления гражданской обороны приморского,района,rajona,150,2024-06-25 00:00:00,
"улица Громовой, 61А","Маріуполь, улица Громовой, 61А",47.0955031,37.5139334,"""аквамарин""","""akvamarin""","""аквамарин""",,,1200,2024-06-25 00:00:00,
"пгт. Старый Крым, улица Кирова, 45",,,,unknown,unknown,unknown,,,396,2024-07-17 00:00:00,
"проспект Победы, 16","Маріуполь, проспект Победы, 16",47.1085591,37.6284316,гостиница,gostinitsa,гостиница,азовсталь,azovstal',8386,2024-07-17 00:00:00,
"улица 7 проезд, 3","Маріуполь, улица 7 проезд, 3",47.097133,37.543367,unknown,unknown,unknown,,,121.6,2024-07-17 00:00:00,2024-11-02
"улица 7 проезд, 5","Маріуполь, улица 7 проезд, 5",47.097133,37.543367,unknown,unknown,unknown,,,12,2024-07-17 00:00:00,2024-11-12
"улица 7 проезд, 8","Маріуполь, улица 7 проезд, 8",47.097133,37.543367,шиномонтаж,shinomontazh,шиномонтаж,,,300,2024-07-17 00:00:00,
"улица Варганова, 3","Маріуполь, улица Варганова, 3",47.09858269999999,37.5461661,магазин,magazin,shop,такон,takon,78,2024-07-17 00:00:00,
"улица Виноградная, 17","Маріуполь, улица Виноградная, 17",47.0936977,37.6424544,unknown,unknown,unknown,,,143.2,2024-07-17 00:00:00,2024-12-20
"улица Волгодонская, 18","Маріуполь, улица Волгодонская, 18",47.1084354,37.632935,"""медифаст""","""medifast""","""медифаст""",,,1460,2024-07-17 00:00:00,2024-11-29
"улица Волгодонская, 20/7","Маріуполь, улица Волгодонская, 20/7",47.1090077,37.6327307,unknown,unknown,unknown,,,1330,2024-07-17 00:00:00,2024-12-02
"улица Георгиевская, 66","Маріуполь, улица Георгиевская, 66",47.0934104,37.5498186,unknown,unknown,unknown,,,350,2024-07-17 00:00:00,2025-03-03
"улица Громовой, 44","Маріуполь, улица Громовой, 44",47.0935797,37.5128967,"автомойка, кафе","avtomojka, kafe","автомойка, кафе",,,160,2024-07-17 00:00:00,2025-01-15
"улица Донская, 10","Маріуполь, улица Донская, 10",47.10989,37.6522139,unknown,unknown,unknown,,,880,2024-07-17 00:00:00,2024-11-01
"проспект Ильича, 13А","Маріуполь, проспект Ильича, 13А",47.1361064,37.6007404,unknown,unknown,unknown,,,26.5,2024-07-17 00:00:00,2024-11-12
"улица Казанцева, 22А","Маріуполь, улица Казанцева, 22А",47.0965728,37.5392623,unknown,unknown,unknown,,,70,2024-07-17 00:00:00,
"проспект Карпова, 35","Маріуполь, проспект Карпова, 35",47.1617112,37.5441128,unknown,unknown,unknown,,,682.1,2024-07-17 00:00:00,2025-01-15
"улица Каффайская, 69","Маріуполь, улица Каффайская, 69",47.1059097,37.5493261,магазин,magazin,shop,,,50,2024-07-17 00:00:00,2024-11-12
"улица Киевская, 68","Маріуполь, улица Киевская, 68",47.097133,37.543367,магазин,magazin,shop,-пекарня,-pekarnja,150,2024-07-17 00:00:00,2024-11-12
"улица Краснофлотская, 128","Маріуполь, улица Краснофлотская, 128",47.097133,37.543367,unknown,unknown,unknown,,,200,2024-07-17 00:00:00,2024-11-13
"улица Краснофлотская, 170","Маріуполь, улица Краснофлотская, 170",47.097133,37.543367,unknown,unknown,unknown,,,110,2024-07-17 00:00:00,2024-12-02
"улица Краснофлотская, 192","Маріуполь, улица Краснофлотская, 192",47.097133,37.543367,unknown,unknown,unknown,,,852,2024-07-17 00:00:00,2024-11-29
"улица Левченко, 28","Маріуполь, улица Левченко, 28",47.1370498,37.593042,unknown,unknown,unknown,,,50,2024-07-17 00:00:00,2024-12-16
"проспект Ленина, 90","Маріуполь, проспект Ленина, 90",47.097133,37.543367,зоомагазин,zoomagazin,зоомагазин,,,150,2024-07-17 00:00:00,2024-12-24
"проспект Ленина, 93Б","Маріуполь, проспект Ленина, 93Б",47.097133,37.543367,unknown,unknown,unknown,,,70,2024-07-17 00:00:00,
"проспект Ленина, 102","Маріуполь, проспект Ленина, 102",47.097133,37.543367,продукты,produkty,grocery,на остановке,na ostanovke,46,2024-07-17 00:00:00,2024-11-12
"проспект Ленина, 103А","Маріуполь, проспект Ленина, 103А",47.097133,37.543367,цветочный,tsvetochnyj,цветочный,флора,flora,66.5,2024-07-17 00:00:00,2024-12-02
"проспект Ленина, 123А (130)",,,,пристройка с левой,pristrojka s levoj,пристройка с левой,стороны,storony,202.9,2024-07-17 00:00:00,2025-01-15
"проспект Ленина, 123А (133)",,,,unknown,unknown,unknown,,,41.1,2024-07-17 00:00:00,
"улица Линника, 26","Маріуполь, улица Линника, 26",47.0867,37.5606101,unknown,unknown,unknown,,,173,2024-07-17 00:00:00,2024-11-13
"улица Матросова, 7А","Маріуполь, улица Матросова, 7А",47.1093616,37.5273547,unknown,unknown,unknown,,,400,2024-07-17 00:00:00,2024-11-29
"проспект Металлургов, 54","Маріуполь, проспект Металлургов, 54",47.0951146,37.5421134,unknown,unknown,unknown,,,50,2024-07-17 00:00:00,2024-11-29
"проспект Металлургов, 69","Маріуполь, проспект Металлургов, 69",47.1042674,37.550594,"""хумана""","""humana""","""хумана""",,,250,2024-07-17 00:00:00,2024-11-12
"проспект Металлургов, 84Б","Маріуполь, проспект Металлургов, 84Б",47.1039796,37.5484333,мед.деятельность,med.dejatel'nost',мед.деятельность,,,350,2024-07-17 00:00:00,
"проспект Металлургов, 129Б","Маріуполь, проспект Металлургов, 129Б",47.1121126,37.5580582,unknown,unknown,unknown,,,506.9,2024-07-17 00:00:00,
"проспект Металлургов, 162","Маріуполь, проспект Металлургов, 162",47.127525,37.563266,unknown,unknown,unknown,,,110,2024-07-17 00:00:00,2025-01-15
"проспект Металлургов, 170, пом. 4",,,,unknown,unknown,unknown,,,27,2024-07-17 00:00:00,2024-11-12
"проспект Металлургов, 170, пом. 6",,,,unknown,unknown,unknown,,,27,2024-07-17 00:00:00,2024-11-12
"проспект Металлургов, 170А","Маріуполь, проспект Металлургов, 170А",47.129979,37.5642947,цветочные,tsvetochnye,цветочные,павильоны,pavil'ony,27,2024-07-17 00:00:00,2024-11-12
"переулок Нахимова, 5","Маріуполь, переулок Нахимова, 5",47.0967461,37.5374784,семейная,semejnaja,семейная,пекарня,pekarnja,-,2024-07-17 00:00:00,
"проспект Нахимова, 92","Маріуполь, проспект Нахимова, 92",47.0782743,37.5151778,юр.услуги,jur.uslugi,юр.услуги,,,92.2,2024-07-17 00:00:00,
"улица Пашковского, 61А","Маріуполь, улица Пашковского, 61А",47.1072958,37.6539352,unknown,unknown,unknown,,,550,2024-07-17 00:00:00,2024-12-06
"проспект Победы, 99","Маріуполь, проспект Победы, 99",47.1058418,37.6570153,торговля,torgovlja,торговля,,,-,2024-07-17 00:00:00,
"улица Солнечная, 1А","Маріуполь, улица Солнечная, 1А",47.097133,37.543367,"автомагазин, шиномонтаж","avtomagazin, shinomontazh","автомагазин, шиномонтаж",,,65.5,2024-07-17 00:00:00,2024-11-12
"проспект Строителей, 129","Маріуполь, проспект Строителей, 129",47.1021414,37.5256164,"""ветерано пицца""","""veterano pitstsa""","""ветерано пицца""",,,26,2024-07-17 00:00:00,2024-11-12
"проспект Строителей, 138А","Маріуполь, проспект Строителей, 138А",47.11330710000001,37.5241099,кафе,kafe,cafe,париж,parizh,236,2024-07-17 00:00:00,2025-01-15
"улица Тополиная, 14","Маріуполь, улица Тополиная, 14",47.1701814,37.53238229999999,ангар,angar,ангар,,,220.5,2024-07-17 00:00:00,
"улица Урицкого, 101","Маріуполь, улица Урицкого, 101",47.1256316,37.5109593,unknown,unknown,unknown,,,999.2,2024-07-17 00:00:00,2025-01-15
"улица Урицкого, 114А","Маріуполь, улица Урицкого, 114А",47.1222263,37.5140924,"""хозяюшка""","""hozjajushka""","""хозяюшка""",,,71.3,2024-07-17 00:00:00,
"улица Февральская, 4","Маріуполь, улица Февральская, 4",47.129025,37.67163499999999,unknown,unknown,unknown,,,658.9,2024-07-17 00:00:00,
"бульвар Шевченко, 289","Маріуполь, бульвар Шевченко, 289",47.1170812,37.5233327,пристройка к,pristrojka k,пристройка к,дому,domu,70,2024-07-17 00:00:00,2024-11-12
"тер. Шмидта гавань, 6","Маріуполь, тер. Шмидта гавань, 6",47.097133,37.543367,unknown,unknown,unknown,,,1244.7,2024-07-17 00:00:00,
"улица Энгельса, 28","Маріуполь, улица Энгельса, 28",47.0957336,37.5458858,unknown,unknown,unknown,,,862,2024-07-17 00:00:00,2024-11-08
"улица Пашковского, 49","Маріуполь, улица Пашковского, 49",47.1083357,37.6462957,ооо псп,ooo psp,ооо псп,азовинтекс,azovinteks,556,2024-08-14 00:00:00,
"проспект Победы, 99","Маріуполь, проспект Победы, 99",47.1058418,37.6570153,магазин,magazin,shop,,,40,2024-08-14 00:00:00,
пересечение улица Куприна и улица Матросова,,,,недострой на,nedostroj na,недострой на,куприна,kuprina,200,2024-08-14 00:00:00,
"улица Солнечная, 1А","Маріуполь, улица Солнечная, 1А",47.097133,37.543367,unknown,unknown,unknown,,,70,2024-08-14 00:00:00,
"проспект Ленина, 102","Маріуполь, проспект Ленина, 102",47.097133,37.543367,магазин,magazin,shop,,,15,2024-08-14 00:00:00,
"проспект Строителей, 144","Маріуполь, проспект Строителей, 144",47.1146703,37.5247756,unknown,unknown,unknown,,,50,2024-08-14 00:00:00,
"переулок Пляжный, 1А (Курортный)",,,,водно-спортивный центр,vodno-sportivnyj tsentr,водно-спортивный центр,,,2098.3,2024-08-14 00:00:00,
"переулок Пляжный, 1А (Курортный)",,,,водно-спортивный центр,vodno-sportivnyj tsentr,водно-спортивный центр,,,2961.7,2024-08-14 00:00:00,
"улица Курчатова, 47","Маріуполь, улица Курчатова, 47",47.1617145,37.6115567,атб,atb,атб,,,735.8,2024-09-20 00:00:00,
переулок Лечебный,,,,гараж,garazh,garage,,,-,2024-09-20 00:00:00,
проспект 1 Мая,,,,гараж,garazh,garage,,,-,2024-09-20 00:00:00,
"улица Латышева, 45А","Маріуполь, улица Латышева, 45А",47.0678364,37.4826505,"""фрэш""","""fresh""","""фрэш""",,,625,2024-09-20 00:00:00,
"улица Олимпийская, 193","Маріуполь, улица Олимпийская, 193",47.1255457,37.6820978,торговый,torgovyj,торговый,павильон,pavil'on,30,2024-09-20 00:00:00,
"улица Олимпийская, 193Б","Маріуполь, улица Олимпийская, 193Б",47.1255457,37.6820978,торговый,torgovyj,торговый,павильон,pavil'on,78.8,2024-09-20 00:00:00,
"улица 50 лет СССР, 51","Маріуполь, улица 50 лет СССР, 51",47.097133,37.543367,адвокат,advokat,адвокат,,,31,2024-10-08 00:00:00,
"улица Краснофлотская, 194/196","Маріуполь, улица Краснофлотская, 194/196",47.097133,37.543367,2,2,2,магазина,magazina,1150,2024-10-08 00:00:00,2025-01-15
